Why are you interested in joining SCOPE Consulting? (100 - 200 words),"What skills, expertise and knowledge will you bring to SCOPE Consulting and your team?",What do you hope to gain from this experience?,Is there anything else you would like SCOPE board to know?
"['consulting', 'firm', 'business', 'comprised', 'experts', 'offer', 'professional', 'advice', 'guidance', 'actionable', 'solutions', 'businesses', 'experiencing', 'issues', 'cant', 'deal', 'inhouse', 'valued', 'career', 'path', 'engineers', 'purdue', 'interested', 'finding', 'intersections', 'business', 'acumen', 'engineering', 'expertise', 'improve', 'project', 'part', 'opportunities', 'scope', 'presents', 'given', 'experience', 'believe', 'fully', 'commit', 'effort', 'dedication', 'teammates', 'learn', 'much', 'possible', 'enter', 'professional', 'world']","['skills', 'team', 'building', 'communication', 'leadership', 'problemsolving', 'gritknowledge', 'six', 'sigma', 'cert', 'entrepreneur', 'business', 'experience', 'client', 'relations']","['want', 'surrounded', 'motivated', 'individuals', 'eager', 'sharpen', 'intellectual', 'professional', 'skills', 'much', 'addition', 'want', 'expose', 'solve', 'problems', 'better', 'problemsolving', 'ability']","['focused', 'interest', 'consulting', 'believe', 'skilled', 'problemsolving', 'critical', 'thinking']"
"['interested', 'joining', 'scope', 'consulting', 'looking', 'club', 'help', 'open', 'networking', 'opportunities', 'also', 'interested', 'consulting', 'small', 'companies', 'engineering', 'area', 'never', 'done', 'consulting', 'however', 'think', 'interesting', 'certain', 'enjoy', 'working', 'team', 'help', 'small', 'companies', 'grow']","['although', 'experience', 'consulting', 'field', 'quick', 'learner', 'eager', 'learn', 'consulting', 'helping', 'small', 'companies', 'goal', 'driven', 'person', 'works', 'well', 'groups', 'often', 'takes', 'leadership', 'role', 'needed', 'freshman', 'first', 'year', 'engineering', 'ample', 'knowledge', 'bring', 'scope', 'consulting', 'however', 'bring', 'basic', 'background', 'knowledge', 'engineering', 'help', 'team', 'one', 'dominant', 'skills', 'excited', 'bring', 'scope', 'consulting', 'dedication', 'eagerness', 'gain', 'knowledge', 'consulting', 'experience']","['part', 'scope', 'consulting', 'hope', 'gain', 'life', 'long', 'relationships', 'connections', 'hope', 'gain', 'connections', 'within', 'engineering', 'industry', 'help', 'open', 'ample', 'networking', 'opportunities', 'make', 'steps', 'meeting', 'goals', 'importantly', 'hope', 'gain', 'lifelong', 'relationships', 'peers', 'also', 'part', 'scope', 'consulting', 'help', 'motivate', 'lift', 'well', 'making', 'personal', 'connections', 'looking', 'forward', 'gaining', 'real', 'experience', 'working', 'well', 'group', 'exciting', 'projects']","['excited', 'part', 'wellknit', 'team']"
"['get', 'learn', 'small', 'businesses', 'function', 'classes', 'rarely', 'get', 'opportunity', 'interact', 'small', 'businesses', 'make', 'connections', 'want', 'see', 'real', 'world', 'applications', 'consulting', 'develop', 'relationships', 'businesses', 'care', 'help', 'succeed']","['bring', 'knowledge', 'finance', 'monetary', 'decision', 'making', 'also', 'people', 'skills', 'experience', 'working', 'small', 'businesses', 'know', 'asset', 'scope', 'clients']","['hope', 'learn', 'world', 'consulting', 'well', 'develop', 'relationships', 'coworkers', 'clients', 'hope', 'experience', 'also', 'help', 'future', 'experience', 'close', 'future', 'job', 'could', 'look', 'like']",
"['want', 'learn', 'consulting', 'see', 'path', 'would', 'want', 'pursue', 'graduation', 'got', 'email', 'guys', 'seemed', 'pretty', 'cool', 'liked', 'past', 'projects', 'also', 'pretty', 'chill', 'semester', '3', 'credits', 'want', 'things', 'involved']","['dynamics', 'structural', 'analysis', 'electronics', 'coding', 'cad', 'machine', 'design']","['see', 'want', 'career', 'consulting']",
"['im', 'sponsored', 'company', 'origin', 'country', 'finish', 'degree', 'mechanical', 'engineering', 'become', 'consultant', 'company', 'experience', 'graduation', 'solidify', 'position', 'enable', 'indepth', 'knowledge', 'nature', 'job', 'also', 'fye', 'student', 'im', 'eager', 'explore', 'opportunities', 'interests', 'shall', 'great', 'addition', 'cv', 'future', 'internship', 'inside', 'outside', 'us', 'im', 'also', 'excited', 'establish', 'many', 'friendships', 'fellow', 'peers', 'expand', 'network', 'even']","['past', 'experience', 'establishing', 'project', 'within', 'educational', 'system', 'saudi', 'arabia', 'serves', '17000', 'students', 'im', 'willing', 'bring', 'experience', 'club']","['insight', 'consultants', 'job', 'great', 'experience', 'networking']",['httpswwwlinkedincominfahadalshehri36327a21a']
"['sister', 'recent', 'engineering', 'graduate', 'considered', 'position', 'past', 'understood', 'lot', 'benefit', 'ability', 'evaluate', 'market', 'room', 'another', 'business', 'opportunity', 'would', 'learn', 'guys', 'try', 'apply', 'future', 'also', 'believe', 'talk', 'people', 'pretty', 'well', 'would', 'love', 'improve', 'ability']","['willing', 'put', 'work', 'research', 'hitting', 'quite', 'common', 'pitfalls', 'leadership', 'adventure', 'definitely', 'willing', 'provide', 'opinion', 'anyone', 'asks', 'would', 'harm', 'also', 'engineering', 'project', 'experience', 'understand', 'importance', 'alternative', 'plans', 'amount', 'work', 'necessary', 'multiplan', 'proposal']","['learn', 'important', 'skills', 'meet', 'people', 'similarly', 'minded']","['smart', 'give', 'info', 'economics', 'professor', 'seem', 'understand', 'candidate', 'pool']"
"['internship', 'project', 'manager', 'great', 'experience', 'talk', 'another', 'design', 'team', 'development', 'team', 'business', 'team', 'talked', 'team', 'achieve', 'goals', 'satisfy', 'customers', 'always', 'meaningful', 'solve', 'customers', 'problems', 'thats', 'want', 'part', 'scope', 'consulting', 'team', 'major', 'also', 'applied', 'mathematics', 'highly', 'interested', 'data', 'analytics', 'part', 'well', 'want', 'improve', 'applied', 'mathematics', 'skills', 'apply', 'business', 'enterprise', 'level', 'individual', 'want', 'develop', 'knowledge', 'consulting', 'team', 'want', 'meet', 'new', 'people', 'want', 'learn', 'ideas']","['major', 'applied', 'mathematics', 'computer', 'science', 'knowledge', 'bring', 'data', 'analytics', 'skills', 'consult']","['want', 'get', 'experience', 'strategy', 'optimization', 'data', 'analytics', 'variety', 'business']",[]
"['wanted', 'explore', 'conulting', 'field', 'thought', 'club', 'would', 'good', 'opportunity', 'gain', 'knowledge', 'consulting', 'looks', 'like', 'furthermore', 'im', 'hoping', 'get', 'clubs', 'get', 'handson', 'experience', 'projects', 'network', 'people', 'scope', 'seems', 'club', 'would', 'likeminded', 'business', 'aspirants', 'work']","['experiences', 'various', 'business', 'scenarios', 'market', 'research', 'pitching', 'etc', 'attended', 'young', 'leaders', 'program2019', 'wheaton', 'college', 'norton', 'learned', 'come', 'business', 'plan', 'pitch', 'potential', 'investors', 'following', 'participated', 'jio', 'vichaar', 'challenge', 'team', 'conducted', 'wheaton', 'learned', 'subject', 'societal', 'impact', 'focus', 'teamwork', 'recently', 'externed', 'paragon', 'one', 'collaboration', 'beats', 'dr', 'dre', 'conducted', 'firsthand', 'market', 'research', 'beats', 'analysed', 'research', 'data', 'develop', 'insights', 'based', 'provided', 'suggestions', 'improvement']","['hoping', 'gain', 'experience', 'reallife', 'business', 'acses', 'working', 'teams', 'furthermore', 'looking', 'forward', 'build', 'connections', 'purdue', 'students', 'hopefully', 'people', 'already', 'industry', 'well', 'looking', 'commited', 'growing', 'learning', 'semester', 'getting', 'ready', 'look', 'internshipcoop', 'opportunity', 'soon', 'future']","['im', 'sure', 'mean', 'campus', 'taking', 'classes', 'campus', 'live', 'offcampus', 'checked', 'box', 'commuting', 'however', 'wont', 'problem', 'would', 'commited', 'club', 'projected', 'presented', 'opportunity']"
"['consulting', 'background', 'interested', 'helping', 'businesses', 'connect', 'utilize', 'data']","['tableau', 'dashboarding', 'python', 'advanced', 'excel']","['finessing', 'client', 'communication', 'skills']",
"['joining', 'scope', 'consulting', 'would', 'great', 'experience', 'hope', 'gain', 'better', 'understanding', 'consulting', 'field', 'well', 'learn', 'new', 'creative', 'innovative', 'ways', 'tackle', 'problem', 'solving', 'scope', 'offers', 'fresh', 'ideas', 'solutions', 'would', 'allow', 'gain', 'experience', 'consulting', 'well', 'work', 'people', 'passionate', 'driven']","['problem', 'solver', 'hardworking', 'love', 'work', 'team', 'settings', 'industrial', 'engineering', 'major', 'ive', 'tackled', 'issues', 'head', 'whether', 'may', 'solving', 'problems', 'class', 'working', 'groups', 'enjoy', 'collaborative', 'team', 'player', 'often', 'first', 'lead', 'projects', 'ensure', 'goals', 'achieved', 'additionally', 'consider', 'hard', 'worker', 'passionate', 'something', 'always', 'find', 'way', 'complete', 'ensure', 'success']","['hope', 'grow', 'problem', 'solving', 'skills', 'become', 'better', 'leader', 'grow', 'personally', 'professionally', 'experience', 'also', 'hope', 'find', 'community', 'hard', 'workers', 'driven', 'students', 'give', 'back', 'variety', 'nonprofits', 'businesses', 'student', 'organizations']",
"['industrial', 'engineering', 'major', 'believe', 'evolving', 'problemsolving', 'skills', 'would', 'great', 'implementation', 'consulting', 'field', 'joining', 'scope', 'would', 'allow', 'nurture', 'said', 'skills', 'apply', 'help', 'produce', 'solutions', 'complex', 'realworld', 'problems', 'professional', 'setting', 'thus', 'acquiring', 'valuable', 'experience', 'graduate', 'also', 'interested', 'experiencing', 'junior', 'enterprise', 'movement', 'getting', 'know', 'much', 'potential', 'youthful', 'organization']","['extroverted', 'person', 'capable', 'going', 'beyond', 'expectations', 'delta', 'air', 'lines', 'coop', 'return', 'company', 'may', 'realworld', 'experience', 'project', 'management', 'required', 'implementation', 'logistics', 'optimization', 'tutored', 'middleschoolers', 'throughout', 'high', 'school']","['working', 'scope', 'would', 'give', 'valuable', 'insight', 'professional', 'consulting', 'environment', 'help', 'identify', 'factors', 'important', 'work', 'effectively', 'partners', 'produce', 'results', 'desire']","['wish', 'get', 'professional', 'consulting', 'graduate', 'joining', 'scope', 'would', 'incredible', 'opportunity']"
"['excited', 'opportunity', 'apply', 'join', 'scope', 'consulting', 'aligns', 'perfectly', 'career', 'aspirations', 'graduation', 'planning', 'take', 'engineering', 'economics', 'degrees', 'consulting', 'field', 'believe', 'experience', 'networking', 'connections', 'gained', 'club', 'would', 'incredibly', 'valuable', 'future', 'industry', 'additionally', 'eager', 'meet', 'people', 'share', 'passion', 'consulting', 'learn', 'experiences', 'joining', 'scope', 'consulting', 'would', 'provide', 'opportunity', 'work', 'challenging', 'projects', 'learn', 'experienced', 'professionals', 'develop', 'skills', 'realworld', 'setting', 'confident', 'strong', 'academic', 'background', 'leadership', 'experience', 'would', 'enable', 'make', 'meaningful', 'contribution', 'team', 'excited', 'hopefully', 'part', 'organization', 'dedicated', 'providing', 'clients', 'highquality', 'consulting', 'services']","['bring', 'scope', 'consulting', 'diverse', 'set', 'skills', 'knowledge', 'include', 'chemical', 'engineering', 'background', 'knowledge', 'jmp', 'aspen', 'data', 'optimization', 'fractional', 'factorial', 'design', 'methods', 'economics', 'background', 'allows', 'apply', 'engineering', 'principles', 'knowledge', 'business', 'industry', 'leadership', 'experience', 'acquired', 'military', 'school', 'hardworking', 'ambitious', 'dedicated', 'attitude', 'fluency', 'spanish', 'ability', 'work', 'well', 'team', 'ready', 'perform', 'role', 'best', 'perform', 'fully', 'committed', 'success', 'team']","['experience', 'hope', 'gain', 'deeper', 'understanding', 'handson', 'experience', 'working', 'team', 'case', 'essential', 'field', 'consulting', 'consulting', 'large', 'complex', 'field', 'believe', 'experience', 'would', 'provide', 'better', 'understanding', 'industry', 'help', 'make', 'informed', 'decisions', 'applying', 'consulting', 'jobs', 'future', 'additionally', 'looking', 'forward', 'making', 'friends', 'students', 'share', 'passion', 'consulting', 'believe', 'building', 'network', 'likeminded', 'individuals', 'beneficial', 'student', 'graduation', 'overall', 'hope', 'experience', 'give', 'skills', 'knowledge', 'need', 'succeed', 'consulting', 'industry', 'help', 'achieve', 'career', 'goals']","['relevant', 'experiences', 'would', 'like', 'share', 'firstly', 'worked', 'diversity', 'inclusion', 'representative', 'fraternity', 'allowed', 'develop', 'communication', 'teamwork', 'skills', 'secondly', 'started', 'small', 'business', 'experience', 'working', 'challenges', 'scaling', 'quickly', 'efficiently', 'thirdly', 'strong', 'interest', 'management', 'technology', 'engineering', 'consulting', 'fourthly', 'grew', 'mexico', 'spent', 'countless', 'hours', 'dad', 'office', 'given', 'strong', 'understanding', 'work', 'behave', 'professionally', 'lastly', 'oldest', '6', 'siblings', 'first', 'attend', 'college', 'america', 'first', 'pursue', 'double', 'major', 'allowed', 'develop', 'time', 'management', 'leadership', 'skills', 'also', 'proves', 'ambition', 'determination']"
"['interested', 'joining', 'scope', 'consulting', 'due', 'diverse', 'experience', 'believe', 'would', 'provide', 'group', 'knowledgeable', 'consulting', 'various', 'fields', 'engineering', 'data', 'analytics', 'read', 'projects', 'mentioned', 'website', 'group', 'surprised', 'many', 'projects', 'group', 'started', 'completed', 'aspiring', 'computer', 'engineer', 'looking', 'change', 'world', 'better', 'feel', 'like', 'group', 'would', 'great', 'fit', 'addition', 'currently', 'working', 'partnership', 'purdue', 'facilities', 'design', 'web', 'based', 'product', 'provides', 'directional', 'aid', 'visiting', 'campus', 'mobility', 'restraints', 'due', 'drive', 'purpose', 'help', 'community', 'think', 'would', 'great', 'fit', 'group']","['least', '4', 'years', 'work', 'experience', 'various', 'industries', 'including', 'manufacturing', 'production', 'communications', 'sales', 'think', 'bring', 'great', 'teamwork', 'drive', 'various', 'technical', 'digital', 'skills', 'scope']","['hope', 'able', 'provide', 'develop', 'skills', 'teamwork', 'communications', 'public', 'service', 'allows', 'perform', 'highly', 'future', 'leadership', 'roles', 'career', 'engineer', 'also', 'hope', 'become', 'knowledgeable', 'process', 'providing', 'services', 'different', 'businesses']","['currently', 'work', 'part', 'student', 'office', 'staff', 'purdue', 'university', 'residences', 'tuesday', '48', 'pm', 'able', 'schedule', 'work', 'hours', 'different', 'time']"
"['im', 'planning', 'going', 'technical', 'product', 'management', 'lot', 'similarities', 'consulting', 'would', 'hope', 'build', 'overlapping', 'skills', 'working', 'customer', 'also', 'lot', 'friends', 'consulting', 'clubs', 'really', 'enjoy', 'lastly', 'would', 'love', 'expand', 'network', 'move', 'specialized', 'classes', 'within', 'major', 'tend', 'group', 'people']","['worked', 'technical', 'product', 'manager', 'last', 'summer', 'believe', 'lot', 'close', 'ties', 'consulting', 'experience', 'working', 'customers', 'building', 'strong', 'working', 'model', 'product', 'also', 'background', 'software', 'engineering', 'applied', 'large', 'range', 'projects']","['hope', 'build', 'communication', 'skills', 'refining', 'vocabulary', 'effective', 'communication', 'also', 'hope', 'fun']",
